date,sub,w_share_next10,wa_pos_next10,wa_pos_total,speccap_next10,w_share_rec5
2025-06-04,P3,0.039784379698810345,0.00029447368557690076,0.2244303519990918,-0.00011865474480945363,0.07788090706083611
2025-07-03,P3,0.10871390492529252,0.017026932430830564,0.22499999917898023,0.0023534791848905975,0.03447493094602099
2025-08-01,P3,0.21572181087565767,0.12772822122555316,0.2246987194736061,-0.010172693988863364,0.3269465583830005
2025-09-01,P3,0.0764398613414921,0.028855554792632326,0.22499999113098926,0.005491465568365174,0.08159638803357297
2025-09-30,P3,0.024888015794603667,0.0,0.22423763031964844,0.0009151522801984015,0.04570356702037183
2025-10-29,P3,0.3506076043651936,0.11673591194398518,0.22024770473470645,0.00386650368559236,0.3184746640884024
2025-11-27,P3,0.1133729958687013,0.05443563861754592,0.22380066509685925,0.0031750901891667185,0.010208609204164266
2025-12-26,P3,0.0,0.0,0.2249991211311886,0.0,0.0
2026-01-26,P3,0.589350536039419,0.14010820230648788,0.22499999545823374,0.015669561029914132,0.05605555509651183
2026-02-24,P3,0.15694370234706542,0.017221772635060997,0.21523131335430537,0.0006167419474514952,0.05028928978759465
2026-03-25,P3,0.004572467790445572,0.0,0.2088073315395252,3.423947585019825e-14,0.019095269298690803
2026-04-23,out,0.46145117383156525,0.07306491795044183,0.20329303552174816,-0.0015833748911406255,0.2468222444557458
2026-05-22,out,0.07322596638572999,0.025418833145825527,0.221269045135341,0.0006659045453465526,0.1087332983908596
2026-06-22,out,0.06323659142360029,0.04241441780372602,0.22436529634536345,-3.6485230837793325e-05,0.004677637205213414
2026-07-21,out,0.21462678906514232,0.07303197582240968,0.20915967463448534,0.0,0.09507841347099931
